ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-EE425424,"please grant access to GitHub repo repo, approved by Lindsay",Service Request,Access/Permission Request,P3-Medium,Associate,Engineering,2026-02-06T08:06:25
TCK-FA99560F,"Our team's Putty license renewal is due, please process",Service Request,Software License Request,P4-Low,Manager,Engineering,2025-04-04T16:18:38
TCK-589E9D6D,requesting config rollback on billing system after last night's change,Change Request,Server Configuration Change,P2-High,Associate,Engineering,2025-03-23T18:52:24
TCK-B0D66D41,"Please install Tableau, required for open a file on current project",Service Request,Software Installation Request,P2-High,Team Lead,HR,2025-10-24T06:01:22
TCK-23346AEC,Need site-to-site vpn access to prod database for the project,Service Request,VPN Access Setup,P3-Medium,Associate,DevOps,2025-08-31T20:01:23
TCK-B35A9266,"New hire joining Data Science on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P1-Critical,Manager,HR,2025-05-12T19:45:22
TCK-01EE427F,need enterprise license upgrade for Excel for 15 users,Service Request,Software License Request,P4-Low,Associate,Legal,2025-06-11T02:58:21
TCK-A1631E22,Need config change on analytics dashboard to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Senior Associate,DevOps,2025-08-26T00:52:43
TCK-A53A8732,"Please install Tableau, required for run a report on current project",Service Request,Software Installation Request,P4-Low,Manager,Marketing,2025-09-05T03:56:56
TCK-8285F3F0,Requesting deployment window for Tableau hotfix before EOD,Change Request,Application Deployment/Release,P1-Critical,Manager,QA,2025-09-04T13:50:58
TCK-61292CE1,Requesting installation of MS Teams - approved by Paul,Service Request,Software Installation Request,P4-Low,Manager,DevOps,2025-05-13T01:29:44
TCK-D8A210BB,RFC to rotate credentials/certificates on internal wiki,Change Request,Server Configuration Change,P2-High,Associate,Legal,2026-03-15T16:54:47
TCK-77CF140F,"Laptop battery draining within 32 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Director,Legal,2025-08-24T20:12:43
TCK-51410FA8,"Need an external monitor for wfh setup, approved by Cynthia",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,DevOps,2025-06-30T10:52:39
TCK-BE13F134,Need read/write access to GitHub repo for Engineering project,Service Request,Access/Permission Request,P3-Medium,Team Lead,Sales,2025-10-29T01:52:41
TCK-C2DB5B32,"Unable to open Putty, keeps saying 'application not responding'",Incident,Application Crash or Error,P1-Critical,Senior Manager,DevOps,2025-11-30T01:46:57
TCK-951DB285,requesting additional Tableau seat for new Legal hire,Service Request,Software License Request,P4-Low,Associate,Sales,2026-06-13T17:14:18
TCK-998E16A1,"Jira crashes every time i run a report, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P1-Critical,Manager,Marketing,2025-08-11T01:38:43
TCK-E0956E4E,requesting installation of MS Teams - approved by Ryan,Service Request,Software Installation Request,P2-High,Senior Associate,Engineering,2026-02-08T07:17:28
TCK-ECF066EB,Offboarding: revoke billing system access for exiting team member at the earliest,Admin,Employee Offboarding/Asset Return,P3-Medium,Team Lead,QA,2025-09-01T08:07:58
TCK-740DAD36,"Vpn client shows error 0x8007045 on Windows 10, blocking access to build pipeline",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Customer Support,2025-09-14T15:52:53
TCK-B25C5E4C,"My VPN keeps disconnecting every 5 minutes, can't export data",Incident,Network/VPN Connectivity Issue,P3-Medium,Associate,Customer Support,2025-07-23T17:00:45
TCK-8097DF42,need enterprise license upgrade for Jira for 45 users,Service Request,Software License Request,P4-Low,Senior Manager,Finance,2026-03-31T03:31:52
TCK-B61EBA89,Need a docking station for the HR team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Sales,2025-03-27T23:51:20
TCK-73F5E75A,"requesting elevated access to prod database to debug prod issue urgently, blocking a client deliverable",Service Request,Access/Permission Request,P1-Critical,Senior Manager,Design,2025-06-16T01:38:54
TCK-2638C07C,need firewall rule opened for port 47 to analytics dashboard,Change Request,Firewall/Network Change,P2-High,Associate,Procurement,2025-11-09T11:33:05
TCK-D113C729,need a docking station for the Engineering team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Data Science,2026-07-28T13:39:59
TCK-29613107,requesting additional Putty seat for new Design hire,Service Request,Software License Request,P4-Low,Senior Associate,DevOps,2025-08-24T01:21:47
TCK-D639D622,need config change on shared drive to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Manager,DevOps,2025-09-25T19:29:33
TCK-A05B51E9,need firewall rule opened for port 8 to GitHub repo,Change Request,Firewall/Network Change,P1-Critical,Team Lead,Customer Support,2026-07-19T07:41:35
TCK-AA400E9B,"Locked out of my account after 28 failed attempts,",Incident,Login/Authentication Failure,P1-Critical,Associate,Marketing,2026-06-03T15:54:20
TCK-B01714B8,Requesting approval to add new column to Jira project schema today if possible,Change Request,Database Schema/Deployment Change,P3-Medium,Senior Associate,Procurement,2026-06-30T09:06:46
TCK-362DF46C,Offboarding: revoke analytics dashboard access for exiting team member at the earliest,Admin,Employee Offboarding/Asset Return,P1-Critical,Manager,Legal,2026-03-07T08:23:16
TCK-88718F0F,"Cant access prod database over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Engineering,2026-03-19T16:39:50
TCK-604A9D0C,"need my build pipeline password reset, self reset option is greyed out",Service Request,Password Reset,P2-High,Associate,Engineering,2025-12-22T11:11:05
TCK-ABF19D9E,"unable to connect to office VPN since yesterday, cant join standup",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Engineering,2025-06-24T02:21:59
TCK-9F56050E,"requesting a new laptop, current one is 37 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Customer Support,2025-12-27T20:46:47
TCK-86B79B9D,Reset password request for new Finance joiner's account,Service Request,Password Reset,P3-Medium,Associate,Legal,2025-09-24T23:25:16
TCK-5EA7B470,"Requesting a new laptop, current one is 36 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Sales,2025-11-11T19:50:50
TCK-80BB063E,"Please grant access to billing system repo, approved by Charles",Service Request,Access/Permission Request,P3-Medium,Associate,Legal,2025-07-25T22:18:45
TCK-975032E5,"our team's WinSCP license renewal is due, please process",Service Request,Software License Request,P3-Medium,Director,Customer Support,2026-02-16T23:36:24
TCK-664B6AC6,requesting installation of WinSCP - approved by Matthew,Service Request,Software Installation Request,P3-Medium,Associate,Marketing,2025-07-26T03:54:06
TCK-5B988943,Need enterprise license upgrade for Outlook for 43 users,Service Request,Software License Request,P4-Low,Senior Associate,Procurement,2026-05-09T19:37:33
TCK-42679E95,Need enterprise license upgrade for Outlook for 17 users,Service Request,Software License Request,P3-Medium,Associate,Sales,2025-04-15T15:43:30
TCK-2C66B966,"need a license for MS Teams, trial about to expire",Service Request,Software License Request,P4-Low,Associate,Data Science,2026-07-27T07:39:56
TCK-12595B50,Need firewall rule opened for port 47 to client SFTP,Change Request,Firewall/Network Change,P2-High,Director,Sales,2025-04-16T01:44:22
TCK-4A7D3E70,"requesting elevated access to billing system to debug prod issue urgently, blocking a client deliverable",Service Request,Access/Permission Request,P2-High,Team Lead,Sales,2026-05-20T10:46:11
TCK-D0D5F2BD,"Locked out of my account after 1 failed attempts,",Incident,Login/Authentication Failure,P3-Medium,Associate,Sales,2026-02-13T02:44:31
TCK-EE998F90,need firewall rule opened for port 22 to analytics dashboard,Change Request,Firewall/Network Change,P3-Medium,Team Lead,DevOps,2025-06-24T10:38:33
TCK-B75391DE,"Cant print from Salesforce, other apps print fine",Incident,Printer Not Working,P3-Medium,Team Lead,Sales,2025-11-04T16:49:58
TCK-552BDE9E,"need an external monitor for wfh setup, approved by Kyle",Service Request,New Hardware/Peripheral Request,P1-Critical,Director,Data Science,2025-09-14T19:21:53
TCK-4D611D01,"Requesting approval to add new column to prod database schema urgently, blocking a client deliverable",Change Request,Database Schema/Deployment Change,P3-Medium,Associate,Marketing,2025-12-13T17:17:18
TCK-CD8661FE,"laptop battery draining within 46 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Associate,Legal,2026-02-02T10:54:04
TCK-976F7496,Need RFC approved for db failover test on GitHub repo,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Marketing,2026-01-21T18:18:39
TCK-18FE98A0,"requesting elevated access to shared drive to debug prod issue urgently, blocking a client deliverable",Service Request,Access/Permission Request,P3-Medium,Associate,Data Science,2026-05-17T04:16:19
TCK-3B9557AE,requesting config rollback on client SFTP after last night's change,Change Request,Server Configuration Change,P2-High,Director,Design,2026-02-15T16:22:05
TCK-CDB1A8DD,Need a new distribution list set up for the QA project,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Manager,Data Science,2026-04-17T06:40:51
TCK-8AF08AD7,"Laptop battery draining within 17 mins, needs replacement",Incident,Hardware Malfunction,P1-Critical,Director,HR,2025-09-08T13:44:48
TCK-D7C77DC9,"need an external monitor for wfh setup, approved by Anthony",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Data Science,2025-05-13T02:54:50
TCK-114B27A1,"new hire joining QA on after the last update, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Associate,Sales,2026-05-04T05:21:48
TCK-13D5DC42,Need approval to deploy Adobe Photoshop config change to prod,Change Request,Application Deployment/Release,P2-High,Senior Associate,DevOps,2025-03-27T07:16:19
TCK-A84244BB,"Getting a white screen / blank page in Outlook, cleared cache already",Incident,Application Crash or Error,P2-High,Senior Associate,Engineering,2026-04-08T15:42:35
TCK-719ED4B1,"Salesforce crashes every time i run a report, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Director,HR,2026-01-08T16:09:15
TCK-6CF309CA,"please grant access to GitHub repo repo, approved by Gregory",Service Request,Access/Permission Request,P3-Medium,Senior Manager,Data Science,2025-03-22T19:35:49
TCK-3CC25C5D,Raising RFC to increase memory allocation on Jira project,Change Request,Server Configuration Change,P2-High,Associate,Design,2026-07-22T16:23:57
TCK-C69D3C21,Need enterprise license upgrade for MS Teams for 10 users,Service Request,Software License Request,P4-Low,Senior Associate,DevOps,2026-03-16T23:51:38
TCK-13506F2D,requesting installation of WinSCP - approved by Daniel,Service Request,Software Installation Request,P4-Low,Senior Manager,QA,2026-08-05T15:02:53
TCK-F91C1E4E,Need Outlook installed on my laptop for HR work,Service Request,Software Installation Request,P4-Low,Team Lead,Legal,2025-07-20T13:04:36
TCK-7DBB6BCB,"Please grant access to GitHub repo repo, approved by Lisa",Service Request,Access/Permission Request,P3-Medium,Senior Associate,Procurement,2026-03-07T22:27:11
TCK-E94EEF5E,"Vpn client shows error 0x8007045 on macOS, blocking access to internal wiki",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Manager,Customer Support,2025-06-24T00:07:44
TCK-3751DE82,"Hi, toner/ink warning on ground floor printer, needs replacement",Incident,Printer Not Working,P3-Medium,Associate,DevOps,2026-05-17T09:28:53
TCK-0CF83C05,need read/write access to client SFTP for Finance project,Service Request,Access/Permission Request,P2-High,Team Lead,Data Science,2025-04-09T05:03:37
TCK-6CBE35DE,"New hire joining Legal on for the past 2 days, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Data Science,2025-12-14T20:14:12
TCK-956ECB9A,"hello, my VPN keeps disconnecting every 10 mins, can't join the client call",Incident,Network/VPN Connectivity Issue,P2-High,Team Lead,Data Science,2025-11-20T06:18:05
TCK-A072E866,"Please grant access to GitHub repo repo, approved by Jeffrey",Service Request,Access/Permission Request,P3-Medium,Manager,Engineering,2025-06-30T04:52:46
TCK-E5361040,shared mailbox for Marketing not accessible since this morning,Incident,Email/Outlook Issue,P2-High,Team Lead,Procurement,2026-08-05T06:57:48
TCK-01AFC791,Raising change request to resize compute for GitHub repo before after the last update,Change Request,Server Configuration Change,P2-High,Manager,Data Science,2025-10-30T08:45:33
TCK-4E3C71BF,Need read/write access to Jira project for Customer Support project,Service Request,Access/Permission Request,P3-Medium,Manager,HR,2025-10-20T23:23:21
TCK-A36A691D,need a new shared mailbox created for DevOps team,Service Request,Distribution List / Mailbox Request,P3-Medium,Team Lead,QA,2025-06-17T08:54:47
TCK-1AD4C2FC,RFC for production release of Outlook v3.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,QA,2025-04-25T04:15:31
TCK-44CFA8C1,Need firewall rule opened for port 39 to billing system,Change Request,Firewall/Network Change,P2-High,Team Lead,Marketing,2025-12-16T19:58:22
TCK-97AE8A2E,please enable vpn for contractor working with Design team,Service Request,VPN Access Setup,P3-Medium,Senior Associate,Customer Support,2026-05-15T08:40:03
TCK-A448D99E,Can someone set up SAP GUI on my machine before EOD,Service Request,Software Installation Request,P4-Low,Team Lead,Legal,2025-05-03T22:23:53
TCK-797CA2AB,Requesting additional PowerBI seat for new Legal hire,Service Request,Software License Request,P4-Low,Associate,Legal,2026-03-20T07:51:06
TCK-5D1D7F2F,"requesting a new laptop, current one is 11 years old and slow",Service Request,New Hardware/Peripheral Request,P2-High,Team Lead,QA,2026-09-08T17:38:29
TCK-F37A611C,Requesting additional PowerBI seat for new Data Science hire,Service Request,Software License Request,P2-High,Manager,Legal,2026-04-20T03:28:27
