ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-DB818C28,please remove me from the old Customer Support mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Manager,QA,2025-11-01T19:45:29
TCK-1A4D1CDE,requesting additional MS Teams seat for new Engineering hire,Service Request,Software License Request,P4-Low,Manager,Data Science,2026-04-12T10:39:45
TCK-FF57D848,Requesting additional Tableau seat for new Legal hire,Service Request,Software License Request,P4-Low,Director,Customer Support,2026-05-01T21:09:34
TCK-72BE60AE,requesting installation of VS Code - approved by Tracy,Service Request,Software Installation Request,P4-Low,Manager,QA,2026-05-25T15:17:40
TCK-E7780BF6,Need a docking station for the Sales team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Manager,QA,2026-06-21T00:49:39
TCK-4F66B45D,"RFC to patch OS on build pipeline, maintenance window needed",Change Request,Server Configuration Change,P1-Critical,Associate,Engineering,2026-08-05T14:43:38
TCK-014D0378,laptop overheating and shutting down randomly during submit the deliverable,Incident,Hardware Malfunction,P2-High,Senior Associate,DevOps,2026-06-06T17:10:08
TCK-A3AA5D92,Need approval to deploy Outlook config change to prod,Change Request,Application Deployment/Release,P2-High,Associate,Customer Support,2025-07-24T20:12:03
TCK-DF289371,Requesting deployment window for PowerBI hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Team Lead,Data Science,2025-06-07T18:13:36
TCK-C9D14A71,"Password reset email never arrived, checked spam before EOD",Service Request,Password Reset,P2-High,Senior Manager,Marketing,2026-02-19T23:10:50
TCK-4A520595,requesting admin rights on my machine for export data,Service Request,Access/Permission Request,P3-Medium,Team Lead,Customer Support,2025-07-10T00:30:32
TCK-C7D6B064,Raising change request to roll back Zoom deployment,Change Request,Application Deployment/Release,P2-High,Senior Associate,Marketing,2025-08-19T18:26:32
TCK-5E011C8D,raising change request to resize compute for analytics dashboard before yesterday,Change Request,Server Configuration Change,P2-High,Associate,Design,2026-07-02T08:24:10
TCK-CEC8AF6A,RFC to add new index on Jira project table for perf fix,Change Request,Database Schema/Deployment Change,P2-High,Director,Customer Support,2026-04-21T06:34:54
TCK-3C0B64D8,"Can someone set up MS Teams on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P4-Low,Associate,Data Science,2025-11-21T20:59:17
TCK-3A686467,Onboarding checklist pending for new associate in Legal,Admin,Employee Onboarding Setup,P3-Medium,Associate,Legal,2026-03-06T10:22:30
TCK-0EAFBC2D,Print jobs stuck in queue for Finance printer,Incident,Printer Not Working,P3-Medium,Director,Finance,2025-12-05T07:03:50
TCK-52FF4224,need a docking station for the Data Science team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Finance,2026-08-25T03:38:56
TCK-149EE9AF,"Salesforce freezes when i try to submit the deliverable, need this fixed before EOD",Incident,Application Crash or Error,P1-Critical,Associate,Marketing,2026-09-03T21:55:21
TCK-53B89E1D,Please remove me from the old Legal mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,Marketing,2025-11-01T06:03:12
TCK-3CA6A1F2,"cant print from MS Teams, other apps print fine",Incident,Printer Not Working,P3-Medium,Associate,Marketing,2026-09-12T21:55:54
TCK-20798BD8,"vpn client shows error 0x8007045 on macOS, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P1-Critical,Manager,Sales,2026-03-29T05:18:14
TCK-86D6ECDC,Requesting scheduled restart of analytics dashboard this weekend,Change Request,Server Configuration Change,P1-Critical,Associate,Engineering,2026-06-02T20:00:29
TCK-10E3E4A0,need vpn access configured for new remote hire in QA,Service Request,Network/VPN Connectivity Issue,P4-Low,Associate,Customer Support,2026-01-03T07:38:18
TCK-15540E07,requesting additional Slack seat for new QA hire,Service Request,Software License Request,P4-Low,Team Lead,Customer Support,2026-01-14T20:14:37
TCK-F3EECA80,need site-to-site vpn access to analytics dashboard for the project,Service Request,VPN Access Setup,P3-Medium,Associate,Legal,2025-07-06T04:08:19
TCK-4D3622CE,Sso login failing with error TLS_ERROR across all apps,Incident,Login/Authentication Failure,P1-Critical,Team Lead,Customer Support,2025-05-14T18:50:28
TCK-59769CD5,RFC to rotate credentials/certificates on prod database,Change Request,Server Configuration Change,P2-High,Senior Associate,Finance,2026-03-21T12:18:38
TCK-BBCE4144,keyboard keys not responding on my Windows 11 laptop,Incident,Hardware Malfunction,P3-Medium,Manager,Legal,2026-05-06T17:26:45
TCK-584CFC49,requesting additional Outlook seat for new Data Science hire,Service Request,Software License Request,P2-High,Senior Manager,Legal,2026-05-24T22:24:03
TCK-64C5BDE9,Need firewall rule opened for port 33 to client SFTP,Change Request,Firewall/Network Change,P3-Medium,Associate,Customer Support,2025-06-29T00:34:45
TCK-23734147,"Laptop battery draining within 29 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Team Lead,Customer Support,2025-04-22T19:57:43
TCK-F1D75547,onboarding checklist pending for new associate in Sales,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Engineering,2026-04-30T20:57:24
TCK-E903F78A,Requesting Jeremiah be added as owner of Engineering DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Engineering,2025-09-11T06:00:50
TCK-43912892,"raising change for schema update on build pipeline, tested in staging",Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Data Science,2026-03-16T07:52:22
TCK-4FA3D98C,offboarding: revoke CRM access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P2-High,Associate,Engineering,2025-06-29T04:11:49
TCK-A6601A01,SAP GUI is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P1-Critical,Associate,Data Science,2026-05-15T20:56:28
TCK-BC9455ED,onboarding checklist pending for new associate in Data Science,Admin,Employee Onboarding Setup,P4-Low,Team Lead,Legal,2025-07-15T01:51:39
TCK-80A2EB12,"need a license for Jira, trial about to expire",Service Request,Software License Request,P3-Medium,Director,Sales,2026-03-18T21:18:35
TCK-C17A1D6A,network printer not detected on Linux,Incident,Printer Not Working,P1-Critical,Senior Manager,Finance,2025-08-16T07:45:16
TCK-8EEBFBF2,Requesting installation of IntelliJ IDEA - approved by Katelyn,Service Request,Software Installation Request,P4-Low,Senior Associate,Legal,2025-10-23T12:15:41
TCK-08709501,"Laptop battery draining within 20 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Manager,Sales,2025-05-22T21:17:40
TCK-163BD046,Raising change request to resize compute for GitHub repo before yesterday,Change Request,Server Configuration Change,P1-Critical,Senior Manager,Finance,2025-09-10T18:31:26
TCK-116185C3,need enterprise license upgrade for Jira for 30 users,Service Request,Software License Request,P4-Low,Team Lead,Data Science,2025-04-12T08:54:55
TCK-5ADACDB0,"Getting a white screen / blank page in VS Code, cleared cache already",Incident,Application Crash or Error,P2-High,Manager,Marketing,2025-07-28T22:33:53
TCK-A8AF1576,need config change on GitHub repo to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Associate,Customer Support,2026-01-16T18:08:27
TCK-263A7513,"vpn client shows error 0x80070005 on macOS, blocking access to prod database",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Procurement,2025-08-06T02:43:34
TCK-B782D8DC,RFC for production release of Zoom v32.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Legal,2025-10-25T05:40:52
TCK-E83E677B,Please prepare laptop + accounts for new Data Science joiner,Admin,Employee Onboarding Setup,P3-Medium,Team Lead,Legal,2026-06-25T14:18:53
TCK-072A21C9,Raising change request to roll back Putty deployment,Change Request,Application Deployment/Release,P1-Critical,Associate,DevOps,2025-11-29T15:15:48
TCK-01C8F7FC,"Locked out of my account after 39 failed attempts, before EOD",Incident,Login/Authentication Failure,P1-Critical,Manager,Customer Support,2026-07-25T12:33:20
TCK-B4A84499,"not receiving emails since since last night, checked spam already",Incident,Email/Outlook Issue,P3-Medium,Team Lead,HR,2025-06-09T21:30:49
TCK-5595E7D1,"printer on 7th floor showing offline, tried restart",Incident,Printer Not Working,P4-Low,Senior Associate,Data Science,2026-03-05T20:24:41
TCK-54A0023A,need enterprise license upgrade for WinSCP for 44 users,Service Request,Software License Request,P4-Low,Senior Associate,Engineering,2025-12-01T05:51:08
TCK-A65CC936,"Git client freezes when i try to join the client call, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P2-High,Senior Associate,Design,2026-02-09T14:35:32
TCK-B4BDEA7D,RFC for production release of Anaconda v26.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Associate,Design,2025-05-27T11:43:59
TCK-5797DC09,"Cant access GitHub repo over vpn, connection times out",Incident,VPN Access Setup,P2-High,Senior Manager,Data Science,2025-07-01T14:49:16
TCK-4DA1D4F4,"IntelliJ IDEA lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P2-High,Team Lead,Engineering,2025-09-23T01:33:31
TCK-5BF6A62B,"Need a license for VS Code, trial about to expire",Service Request,Software License Request,P1-Critical,Director,Legal,2026-01-06T07:58:14
TCK-810B2331,Need Git client installed on my laptop for Finance work,Service Request,Software License Request,P2-High,Senior Associate,Engineering,2025-11-03T22:18:15
TCK-1FFADD41,Need a new shared mailbox created for Customer Support team,Service Request,Distribution List / Mailbox Request,P1-Critical,Team Lead,Finance,2026-06-02T08:50:01
TCK-D8EACCA5,"Internet/vpn down at 5th floor, whole team affected",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,DevOps,2025-06-14T05:29:48
TCK-B0A166F4,Outlook keeps freezing / not syncing on macOS,Incident,Email/Outlook Issue,P3-Medium,Senior Associate,Data Science,2025-07-16T10:57:47
TCK-38C54F1B,"Anaconda crashes every time i push code, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Associate,DevOps,2026-09-01T13:34:16
TCK-891EE193,"RFC to patch OS on CRM, maintenance window needed",Change Request,Server Configuration Change,P2-High,Associate,Engineering,2025-10-29T13:31:31
TCK-53146A40,offboarding: revoke internal wiki access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P1-Critical,Senior Associate,Sales,2025-09-01T22:33:14
TCK-2524D5F1,"Please install Adobe Photoshop, required for export data on current project",Service Request,Software Installation Request,P4-Low,Manager,DevOps,2025-06-26T03:31:42
TCK-D396174B,"Adobe Photoshop freezes when i try to submit the deliverable, need this fixed before EOD",Incident,Application Crash or Error,P2-High,Director,Customer Support,2026-06-27T21:25:05
TCK-1CF2E5CC,Requesting additional Salesforce seat for new HR hire,Service Request,Software License Request,P3-Medium,Team Lead,Marketing,2026-09-10T14:44:57
TCK-4E4585B7,Need a docking station for the Procurement team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Procurement,2026-08-12T05:14:36
TCK-372B73CB,Need read/write access to prod database for Legal project,Service Request,Access/Permission Request,P4-Low,Senior Associate,Engineering,2025-09-22T14:42:56
TCK-A23A10B7,"our team's PowerBI license renewal is due, please process",Service Request,Software License Request,P3-Medium,Manager,Sales,2026-06-20T04:24:44
TCK-C76FCF2D,"vpn client shows error DNS_PROBE_FAILED on Windows 11, blocking access to shared drive",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Finance,2025-05-16T23:47:56
TCK-ED737578,Laptop screen flickering / has dead pixels since this morning,Incident,Hardware Malfunction,P3-Medium,Director,Design,2026-04-28T15:29:11
TCK-91273831,can someone set up Git client on my machine,Service Request,Software Installation Request,P4-Low,Associate,Procurement,2025-06-09T13:20:57
TCK-A9D524D7,requesting network change to allow Putty traffic through proxy,Change Request,Firewall/Network Change,P2-High,Senior Associate,DevOps,2025-08-18T10:06:04
TCK-03BCF7B7,Requesting admin rights on my machine for join the client call,Service Request,Access/Permission Request,P3-Medium,Team Lead,Marketing,2025-07-08T19:04:36
TCK-63C64A95,Requesting scheduled restart of billing system this weekend,Change Request,Server Configuration Change,P3-Medium,Associate,HR,2026-08-24T19:14:53
TCK-F3DD1723,Slack is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P1-Critical,Director,Legal,2026-06-10T08:17:11
TCK-15B6A5CE,need enterprise license upgrade for Jira for 39 users,Service Request,Software License Request,P1-Critical,Director,HR,2026-04-14T19:42:43
TCK-7D6FB934,"requesting a new laptop, current one is 7 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,QA,2025-04-26T14:45:08
TCK-7F4C5EB8,"Mfa/authenticator code not accepted, cant get into client SFTP",Incident,Login/Authentication Failure,P1-Critical,Associate,HR,2026-04-17T01:15:32
TCK-6920123D,sso login failing with error 403 across all apps,Incident,Login/Authentication Failure,P2-High,Senior Manager,Engineering,2026-03-08T12:58:55
TCK-77FD284F,"New hire joining Sales on yesterday, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Director,Engineering,2025-11-08T18:19:22
TCK-A9951A77,Please remove me from the old HR mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Director,QA,2025-03-16T17:50:17
TCK-F9B52A35,"Need an external monitor for wfh setup, approved by Julie",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,HR,2026-06-06T14:07:45
TCK-DCD8619E,"New hire joining Finance on after the last update, needs full IT setup",Admin,New Hardware/Peripheral Request,P3-Medium,Team Lead,Sales,2025-05-02T22:11:48
TCK-B8272968,Print jobs stuck in queue for HR printer,Incident,Printer Not Working,P4-Low,Director,Finance,2025-04-30T04:52:19
TCK-50F20F93,Need approval to deploy Zoom config change to prod,Change Request,Application Deployment/Release,P3-Medium,Associate,Finance,2026-03-16T01:40:15
